resource_id,name,agency,description,contact,n_downloads,category,percent_datatypes,percent_descriptions
jt9i-9gxr,Environmentally Preferable Purchasing  FY15 - Goods,Mayor's Office of Contract Services (MOCS),,,729,City Government,1.0,0.0
4yay-s2us,Debt Service Major Indicators,Mayor's Office of Management & Budget (OMB),"This dataset shows expected issuance amounts, debt outstanding, and annual debt service costs by issuer for a given set of plan years. The data is represented in millions and will be updated twice per year in the Preliminary and Executive Budgets.",,224,City Government,1.0,1.0
436j-ja87,2013-16 School ELA Data Files By Grade - Gender,Department of Education (DOE),,,591,Education,1.0,0.0
7c9t-ckpj,NYW Bond Issuance,Mayor's Office of Management & Budget (OMB),This dataset describes current year issuance for NYW. Amounts are in billions and are updated in each Preliminary and Executive Budget.,,173,City Government,1.0,1.0
jvqn-dyef,2017 - 2018 November2017 Avg Class Size City MSHS - Open Data Portal,Department of Education (DOE),MSHS Class Size Reports - Aggregated by City,,657,Education,1.0,0.0
63u4-2zc2,2015 - 2016 Computer Science Report,Department of Education (DOE),New York City Department of Education 2015 - 2016 Computer Science Report,,416,Education,1.0,0.0
mib5-bwqy,2013-2017 School ELA Results - EvELL,Department of Education (DOE),,,557,Education,1.0,0.0
xx4a-msrm,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE),"New York City Department of Education 2015 - 2016 School Quality Report Results for PreK.
The Quality Review is a process that evaluates how well schools are organized to support student learning and teacher practice. It was developed to assist New York City Department of Education (NYCDOE) schools in raising student achievement by looking behind a school’s performance statistics to ensure that the school is engaged in effective methods of accelerating student learning.",,299,Education,1.0,0.0
kjey-zuvr,2013-2017 Borough ELA Results - Ethnic,Department of Education (DOE),,,1000,Education,1.0,0.0
kk22-kcb6,2017 NYC Open Data Plan: Timely Updates,Office of Technology and Innovation (OTI),Agency timely updates reporting as per Local Law 110 of 2017.,,598,City Government,1.0,0.0
2gcj-p28u,2016-2017 Local Law 15 K-12 Health Data - Health Instructor,Department of Education (DOE),"Local Law 15 (2016) requires that the NYCDOE provide citywide Health Education Instructor data, disaggregated by community school district, city council district, and each individual school Data reported in this report is from the 2016-17 school year.
This report provides the number of licensed full- time and part-time instructors, the number of instructors assigned to teach at least one health education class, the number and percentage of instructors who received professional development training and the total number and percentage of instructors attending multiple sessions of professional development. Data is reported from the 2016-17 school year.",,318,Education,1.0,0.0
785g-7qf7,2015-16 Health Education HS Level,Department of Education (DOE),"Local Law 14 (2016) requires that NYCDOE provide citywide health education data, disaggregated by community school districts, city council district and each individual school.  Reports school level data on the number of students that received a semester (one credit) of health instruction, as well as the number of June & August graduates meeting the HS health requirements for the 2015-16 school year.  Note students are not required to receive health instruction at any particular grade level in high school, only prior to graduating.  Values less than 100% do not necessarily imply that students graduated without meeting credit requirements. These values may indicate missing or incomplete historical transcript data.",,329,Education,1.0,0.0
7hpk-8zed,2013 - 2018 District ELA Results,Department of Education (DOE),District results on the New York State (NYS) ELA exam,,308,Education,1.0,0.0
f5zq-eacn,2015 2016 Local Law 60 Room Detail,Department of Education (DOE),Room usage details,,549,Education,1.0,0.0
edx9-hxi8,2015-16 Student Discipline Annual Report - R P S TOTALS,Department of Education (DOE),,,706,Education,1.0,0.0
5qza-frfc,2013-2017 District ELA Results - Gender,Department of Education (DOE),,,973,Education,1.0,0.0
55yj-h64d,2016 - 2017 Demographic Snapshot,Department of Education (DOE),Department of Education Report on Demographic data in New York City Public School,,353,Education,1.0,0.0
syig-q8ab,FY2021 MMR Spending and Budget,Mayor's Office of Operations (OPS),"NYC agency spending and budget information by units of appropriation from the 
Mayor's Management Report (MMR). This dataset shows the relationship, where possible, between an agency’s goals and its expenditures and planned resources.
The FY2021 MMR, archived reports, and additional information is available at https://www1.nyc.gov/site/operations/performance/mmr.page.",,394,City Government,1.0,1.0
5mxw-kxpt,BP Appointments - Community Education Councils (CECs),Brooklyn Borough President (BPBK),"This data set represents the Borough President  CEC's appointees. Community Education Councils (CECs) are education policy advisory bodies responsible for, among other things, reviewing and evaluating the district’s educational programs, approving zoning lines, and holding public hearings on certain matters.",,606,Education,1.0,0.0
xfkn-vsp9,2015-16 Multiple Removals - Grade Level,Department of Education (DOE),"Student with two or more suspensions and/or removals annual report aggregated by grade level, district, borough and school number.",,303,Education,1.0,0.0
ke4t-kbpi,Lower Density Growth Management Areas,Department of City Planning (DCP),"A Lower Density Growth Management Area is an area designated in the Zoning Resolution where new developments must provide more off-street parking, larger yards and more open space than would otherwise be required in the applicable zoning districts In Staten Island and Bronx Community District 10.

All previously released versions of this data are available at BYTES of the BIG APPLE- Archive",,391,Housing & Development,1.0,0.0
6je4-4x7e,2012 - 2013 Citywide Progress Report,Department of Education (DOE),"New York City Department of Education 2012 - 2013 Citywide Progress Report.
Data based on DBN, District and Schools information performance category.
1) Elementary, K-8, Early Childhood - Peer groups were based on % ELL, % Students with Disabilities, Economic Need Index and % Black/Hispanic. 
2) Middle - For middle schools, peer groups were based on average 4th grade proficiency ratings in ELA and Math and the % Students with Disabilties. 
3) High School - For high schools, peer groups were based on the average 8th grade proficiency, the % Students with Disabilties, the % Self-contained, and the % overage.",,420,Education,1.0,0.0
hmw8-8is3,2015 NYC Open Data Plan: Scheduled Releases,Office of Technology and Innovation (OTI),,,715,City Government,1.0,0.0
ngbi-cq85,2006 - 2012 Math Test Results - Citywide - ELL,Department of Education (DOE),Latest available data and trends in the state assessment results of math for grades 3 through 8. Data are disaggregated by ELL status,,1474,Education,1.0,0.0
kg6x-kv5b,2016-2017 Student Discipline Annual Report - GRADE LEVEL,Department of Education (DOE),"Student discipline annual report by grade level aggregated by removals, principal and/or superintendent intervention and expulsions.",,290,Education,1.0,0.0
khqt-g67n,Independent Budget Office: NYC COVID 19 Cumulative Spending by Expense Type,NYC Independent Budget Office (IBO),"Aggregation of all city-funded encumbrances coded by agencies as being related to the COVID-19 pandemic, allocated to IBO-defined expense types. This data was collected from March 10, 2020 through June 29, 2021 and is no longer being updated.",,143,,1.0,1.0
avh4-h5hx,BP Appointments - HHC Community Advisory Boards (CAB),Brooklyn Borough President (BPBK),This dates set represents Brooklyn Borough President's appointees to HHC Community Advisory Board.,,264,Health,1.0,0.0
q5hp-72f8,2014-15 Graduation Outcomes - SWD,Department of Education (DOE),,,492,Education,1.0,0.0
9nyh-gsuu,2017- 2018   Class Size Report Borough Middle And High School,Department of Education (DOE),Class size distribution information on middle and high school classes by borough,,379,Education,1.0,0.0
yjnr-kh6n,2015-16 Student Discipline Annual Report - Transfers,Department of Education (DOE),,,698,Education,1.0,0.0
qmc5-z72r,2016 - 2017 School Quality Report Results for High School Transfer,Department of Education (DOE),"New York City Department of Education 2016 - 2017 School Quality Report Results for High School Transfer.
The Quality Review is a process that evaluates how well schools are organized to support student learning and teacher practice. It was developed to assist New York City Department of Education (NYCDOE) schools in raising student achievement by looking behind a school’s performance statistics to ensure that the school is engaged in effective methods of accelerating student learning.",,310,Education,1.0,0.0
